id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13627978,Flat in Georgian House,15009730,Ciriana,,Dublin City,53.33109,-6.22425,Entire home/apt,80,3,25,2021-08-15,0.38,1,0,2,
13631175,House in the Heart of Stoneybatter,17376590,James,,Dublin City,53.35231,-6.28951,Entire home/apt,112,2,19,2019-03-10,0.30,1,0,0,
13631620,Bright and spacious room in Dublin's best location,9044351,Daniel,,Dublin City,53.3248,-6.23531,Private room,45,7,0,,,1,0,0,
13638012,City centre 1 bed apt,79100907,Ann,,Dublin City,53.35665,-6.25691,Entire home/apt,73,3,4,2017-08-26,0.06,1,0,0,
13638091,Cosy Victorian Townhouse,78653356,Helen,,Dublin City,53.32026,-6.25191,Private room,45,1,219,2020-01-31,3.30,1,311,0,
13640452,Heart of Dublin Big Balcony Apartment,28966125,Ronan,,Dublin City,53.33958,-6.23244,Private room,80,1,0,,,1,0,0,
13640970,Heart of Dublin City Centre Room,26027609,Aoibhinn,,Dublin City,53.34249,-6.24673,Private room,50,1,4,2016-06-27,0.06,1,0,0,
13654990,Perfect City Centre Apartment,16343994,Robert,,Dublin City,53.33873,-6.2363,Entire home/apt,170,3,8,2016-08-22,0.12,1,0,0,
13655139,Gorgeous double room in Rathmines!,79317174,Lily,,Dublin City,53.32338,-6.27752,Private room,32,3,1,2017-08-01,0.02,1,0,0,
13656446,"Boutique Victorian house, quaint  central location",77307463,Anne,,Dublin City,53.33494,-6.26462,Entire home/apt,175,3,1,2016-08-20,0.02,1,0,0,
13658185,City centre apt penthouse.20min walk to Grafton St,79069295,Diana,,Dublin City,53.33635,-6.28645,Private room,70,1,199,2020-03-01,4.38,1,0,0,
13668400,Quiet green area 5km from Dublin City centre,79485526,Carmel,,South Dublin,53.31354,-6.31331,Private room,60,1,2,2016-07-17,0.03,1,0,0,
13669072,All Airbnb House - Cosy Double Room,78323559,Adrienne,,Dublin City,53.37962,-6.2266,Private room,45,1,261,2020-03-18,3.94,10,0,0,
13683204,Clontarf House,79675235,Caoimhe,,Dublin City,53.36847,-6.20867,Entire home/apt,200,2,0,,,1,0,0,
13686644,Luxury Ballsbridge Townhouse,79719085,Judy,,Dublin City,53.33463,-6.23499,Entire home/apt,295,2,126,2021-11-28,1.91,1,271,8,
13689736,"Double Room, Private Bathroom, Near Airport",42903307,Burak,,Dublin City,53.39503,-6.21472,Private room,40,1,499,2021-12-05,7.53,2,159,10,
13691396,House with big garden,79790966,Clare,,Dn Laoghaire-Rathdown,53.28549,-6.20077,Entire home/apt,180,1,3,2016-08-25,0.05,1,0,0,
13693205,"1,800 sq ft, Luxury Penthouse near all amenities.",79811484,Eddie,,Fingal,53.45555,-6.15393,Entire home/apt,105,4,7,2016-10-30,0.11,1,0,0,
13699069,Cosy and Artsy Townhouse in Killiney,79892897,Michelle,,Dn Laoghaire-Rathdown,53.24412,-6.12211,Entire home/apt,99,3,0,,,1,0,0,
13707984,1 bedroom apartment,79699452,James,,Dublin City,53.36104,-6.25629,Entire home/apt,200,1,4,2017-07-09,0.06,1,0,0,
13711379,"Great 5 bed home, close to the city, sea and hills",52921720,Lorraine,,Dn Laoghaire-Rathdown,53.27813,-6.15694,Entire home/apt,105,4,1,2016-08-02,0.02,1,0,0,
13721777,"One bedroom, modern apartment in the city center.",7279922,Rients,,Dublin City,53.33198,-6.25476,Private room,60,1,0,,,2,0,0,
13731026,Great bedroom in Dublin City Center,18576301,Chris,,Dublin City,53.34857,-6.24425,Private room,70,3,1,2016-07-10,0.02,1,0,0,
13739315,9 Oakley Road,56762439,Dave,,Dublin City,53.3243,-6.25762,Entire home/apt,700,7,0,,,1,0,0,
13740674,Complete 4 Bed House near Sutton/Howth,56740608,Paul,,Fingal,53.38588,-6.14187,Entire home/apt,216,14,85,2021-09-25,1.33,1,308,3,
13742700,Gorgeous zen cottage in the heart of Dublin!,80412273,Mary,,Dublin City,53.33182,-6.279,Entire home/apt,128,15,38,2019-08-23,0.58,1,0,0,
13749033,Beautiful 2 bed house minutes from Dart and Sea,80536648,Sarah,,Dn Laoghaire-Rathdown,53.28569,-6.12674,Entire home/apt,70,4,0,,,1,0,0,
13750546,Great location in the heart of Temple Bar,80556812,Ton,,Dublin City,53.34548,-6.26469,Private room,75,1,22,2019-05-02,0.37,3,0,0,
13757779,Perfect City Centre Room,22409907,Darragh,,Dublin City,53.35385,-6.25669,Private room,62,1,5,2016-08-28,0.08,1,0,0,
13759408,EnSuite Double Room-Airport-Free Breakfast-Parking,42903307,Burak,,Dublin City,53.39637,-6.2112,Private room,30,1,490,2021-12-08,7.40,2,303,12,
13759419,3 Bed Ensuited Space Free Parking & City Tram Line,37019750,Sammy,,Dublin City,53.33528,-6.33006,Entire home/apt,80,14,47,2021-10-18,1.02,1,37,11,
13761510,Great location in Dublin city centre,43322034,Brian,,Dublin City,53.3453,-6.27859,Entire home/apt,120,3,0,,,1,0,0,
13764890,Private bedroom in great location,68193300,Melanie,,Dublin City,53.34807,-6.23272,Private room,65,1,2,2016-07-18,0.03,2,0,0,
13767409,"Centrally located,comfortable apt in Camden Street",69410066,Laurence,,Dublin City,53.33525,-6.26639,Entire home/apt,143,1,242,2019-12-16,3.69,2,0,0,
13767500,Charming house close to City Centre (quiet area),28764939,Batiste & Isoline,,Dublin City,53.33714,-6.30539,Entire home/apt,150,2,5,2017-07-04,0.08,1,0,0,
13767859,Beautiful home in South Dublin,61148523,Marianne,,Dn Laoghaire-Rathdown,53.29349,-6.22864,Entire home/apt,160,7,0,,,1,0,0,
13774416,Delightful Terraced House,74991366,Jane,,Dublin City,53.33922,-6.23234,Entire home/apt,120,3,38,2021-09-22,0.82,1,8,1,
13776599,Piece of tranquility near Phoneix park,49998839,John,,Fingal,53.37719,-6.36492,Private room,80,2,1,2016-06-30,0.02,1,0,0,
13779492,Lovely apartment close to all amenities,80900136,Fiona,,Dn Laoghaire-Rathdown,53.28467,-6.20836,Private room,50,1,1,2016-07-12,0.02,1,0,0,
13783906,Cozy room on the heart of the city!,80829120,Maitane,,Dublin City,53.35201,-6.27042,Private room,88,2,22,2016-11-27,0.33,1,0,0,
13786700,O'Dublin Spacious Cosy Room,51422153,Riyad & Sabrina,,Dn Laoghaire-Rathdown,53.28381,-6.21767,Private room,39,2,26,2019-06-02,0.40,1,0,0,
13787166,"Double En-Suite Room, Near Airport, Breakfast",80984083,Afra,,Dublin City,53.3935,-6.20524,Private room,30,1,484,2021-12-04,7.31,1,113,18,
13792057,House by Phoenix park - 15min to town,57135394,Josefin,,Dublin City,53.34839,-6.34778,Entire home/apt,60,4,42,2021-08-22,0.65,1,0,1,
13794228,Stylish Room in Historic Centre Dublin,81075978,Sonja Andy,,Dublin City,53.34376,-6.27168,Private room,80,1,19,2017-01-02,0.29,1,0,0,
13796842,"Cosy, contemporary home in Dublin.",2170527,Susan,,Dublin City,53.38399,-6.21798,Private room,67,2,83,2021-09-12,1.29,2,277,1,
13797316,"2 Bedrooms, Private Bathroom, Breakfast, Sandyford",59733984,Declan,,Dn Laoghaire-Rathdown,53.2702,-6.22787,Private room,120,1,5,2018-12-07,0.08,3,131,0,
13797447,Quiet town house in the centre of Dublin city.,81110539,Malachy,,Dublin City,53.34937,-6.27474,Entire home/apt,126,1,158,2021-10-16,2.40,1,48,1,
13799063,Cosy and quiet penthouse flat close to city centre,62924485,Tuula,,Dublin City,53.36478,-6.24882,Entire home/apt,86,1,3,2016-08-21,0.05,1,0,0,
13810006,"4 Beds, 2 Bedrooms, Bathroom, Breakfast, Sandyford",59733984,Declan,,Dn Laoghaire-Rathdown,53.26875,-6.22732,Private room,120,2,65,2019-11-11,1.00,3,8,0,
13810780,City Centre double room,35028356,Tamara,,Dublin City,53.34826,-6.27997,Private room,100,2,6,2017-07-09,0.09,1,0,0,
13810912,Heart of Dublin,63793899,Andrew,,Dublin City,53.34952,-6.24531,Entire home/apt,160,2,7,2016-10-16,0.11,1,0,0,
13811690,Large Double Ensuite Bedroom Grand Canal,1652424,Jordane,,Dublin City,53.34208,-6.23967,Private room,80,3,1,2016-08-07,0.02,1,0,0,
13812067,Spacious bedroom with private terrasse & bathroom,27888100,Olivier,,Dublin City,53.33465,-6.27025,Private room,140,2,7,2016-09-12,0.11,1,0,0,
13812621,Single room with breakfast in Victorian house,44517733,Mary,,Dublin City,53.31646,-6.28279,Private room,60,2,74,2020-02-09,1.12,4,44,0,
13813290,Twin Room with breakfast in Victorian House,44517733,Mary,,Dublin City,53.31463,-6.28268,Private room,85,2,53,2020-01-03,0.81,4,46,0,
13813958,2 Bedroom Apartment,31999606,Luke,,Dn Laoghaire-Rathdown,53.30031,-6.21955,Entire home/apt,36,1,4,2020-02-22,0.15,3,25,0,
13813984,Cosy King Size Bedroom Ensuite with WiFi,75446314,Ann,,South Dublin,53.28108,-6.46712,Private room,50,4,118,2021-11-18,1.84,3,333,4,
13814160,City centre homey apartment,81329793,Jonathan And Ania,,Dublin City,53.36193,-6.25905,Entire home/apt,89,2,48,2020-02-17,0.73,1,0,0,
13828417,Single Room near phoenix park,81522507,Sharon,,Fingal,53.38336,-6.36796,Private room,43,1,185,2020-03-16,2.97,3,128,0,
13833899,Private rooms in modern family home,45833627,Sarah,,Dublin City,53.38065,-6.18638,Private room,55,2,84,2020-03-08,1.27,5,1,0,
13837425,"3 bedroom Family Home, perfect for young family",64893641,Niall,,Fingal,53.3784,-6.37917,Entire home/apt,65,3,1,2016-08-21,0.02,1,0,0,
13839096,The Perfect Central Dbl Bedroom with Pvt Bathroom,22814202,Carol & Rodrigo,,Dublin City,53.36253,-6.28239,Private room,45,2,14,2016-11-27,0.21,1,0,0,
13840148,"City Centre Apartment - Merrion Square, Dublin 2",81642435,Tom,,Dublin City,53.33894,-6.2464,Entire home/apt,65,5,5,2016-10-11,0.08,3,0,0,
13842046,Luxurious Penthouse Apartment,69940751,Robert,,Dublin City,53.34564,-6.23577,Entire home/apt,98,3,1,2016-07-10,0.02,1,0,0,
13845577,"Lovely room in IFSC, City Center.",81728291,Abdullah,,Dublin City,53.34874,-6.24099,Private room,41,1,3,2017-01-29,0.05,1,0,0,
13846989,Central location | modern 1 BDR apartment,81747381,Darren,,Dublin City,53.33034,-6.28433,Entire home/apt,71,3,60,2020-02-09,0.92,1,5,0,
13849186,Dublin apartment. Cabinteely. 30 mins from city,81780262,Paul,,Dn Laoghaire-Rathdown,53.24981,-6.14064,Entire home/apt,110,4,2,2016-07-31,0.03,1,0,0,
13851215,1 double bedroom in city centre IFSC,55014318,Fanny & Florent,,Dublin City,53.34862,-6.24666,Private room,121,2,49,2019-03-18,0.75,1,0,0,
13855963,Cozy and comfortable close to Dublin Airport,81520774,Sinead,,Fingal,53.45038,-6.24883,Private room,45,1,2,2016-08-20,0.03,1,0,0,
13856548,Nice single room in Dublin 15,81856804,Licel,,Fingal,53.39183,-6.42825,Private room,15,5,0,,,1,0,0,
13856589,3 Bdrm house on the coast and near Dublin City,12491004,Meabh,,Fingal,53.57952,-6.12069,Entire home/apt,135,4,0,,,1,0,0,
13860697,Cool and comfortable flat,6682191,Justin,,Dublin City,53.3488,-6.28078,Entire home/apt,71,5,2,2016-07-16,0.03,1,0,0,
13862105,Shared room - Dublin City Centre,81920394,Michele,,Dublin City,53.34888,-6.27735,Shared room,15,3,0,,,2,0,0,
13862734,Double Room - City Centre - Smithfield,81920394,Michele,,Dublin City,53.34911,-6.27805,Private room,100,3,0,,,2,0,0,
13863733,"City convenience,neighbourhood vibe",81940252,John,,Dublin City,53.33949,-6.22374,Entire home/apt,110,3,2,2016-08-29,0.03,1,0,0,
13870616,Great Family home beside Phoenix Park,41651018,Elaine,,Dublin City,53.3636,-6.30733,Entire home/apt,150,10,4,2018-07-12,0.07,1,0,0,
13875674,Private room- Beautiful River Views,7973919,E,,Dublin City,53.34411,-6.22977,Private room,32,4,2,2019-09-30,0.03,1,0,0,
13888406,"Sunny, Double Room in Rialto",13946034,Mairead,,Dublin City,53.3355,-6.30104,Private room,60,2,155,2021-11-22,2.36,1,48,7,
13889012,"Warm, Welcoming & Quiet Apartment Close to the sea",62483748,Tom,,Fingal,53.3971,-6.12628,Entire home/apt,152,3,23,2020-02-09,0.36,1,0,0,
13890933,Standard apartment in Booterstown/Blackrock,54354890,Laura,,Dn Laoghaire-Rathdown,53.30458,-6.20209,Entire home/apt,55,2,0,,,1,0,0,
13893083,Central Location. Dbl bedroom en suite and balcony,68240491,Graham,,Dublin City,53.33856,-6.28845,Private room,54,1,19,2016-09-28,0.29,1,0,0,
13904831,Lovely Double Room in comfortable Dublin home,82443058,Ciara,,Dublin City,53.38429,-6.17259,Private room,27,2,2,2016-09-12,0.03,1,0,0,
13907459,Room with double bed in Temple Bar,25497266,Lili,,Dublin City,53.34516,-6.26937,Private room,35,1,5,2016-08-08,0.08,2,0,0,
13907675,Twin room in temple bar,25497266,Lili,,Dublin City,53.34323,-6.26977,Private room,45,1,4,2016-08-22,0.06,2,0,0,
13910515,Modern cosy flat next to the city center,24912916,Jorge,,Dublin City,53.34212,-6.24181,Private room,245,2,6,2017-01-07,0.09,2,0,0,
13912999,Cozy Apartment in City Centre,28361980,Liam,,Dublin City,53.34471,-6.27554,Entire home/apt,150,1,7,2016-10-30,0.11,1,0,0,
13913649,Charming Home in Dublin's top location,5085725,Catherine,,Dublin City,53.32529,-6.25316,Entire home/apt,74,3,5,2018-03-19,0.08,1,0,0,
13914142,Cosy and Bright central apt.,21389004,Tifenn,,Dublin City,53.33849,-6.24379,Entire home/apt,130,7,6,2018-03-09,0.09,1,0,0,
13914639,Cozy double room with private bathroom - IFSC,34996444,Melissa,,Dublin City,53.3491,-6.23698,Private room,35,5,56,2019-12-30,1.44,1,0,0,
13923401,Cosy 1 Bed Flat within stepping distance of town,82143101,Emer,,Dublin City,53.31775,-6.2807,Entire home/apt,70,2,15,2016-09-26,0.23,1,0,0,
13925561,STONEYBATTER Beautiful Large Family Home,20022949,Katrine,,Dublin City,53.35699,-6.29111,Entire home/apt,220,5,1,2016-09-05,0.02,1,0,0,
13937362,Ivy Cottage -Bijou Residence in Dublin 4,47049723,Joan,,Dublin City,53.33677,-6.22853,Private room,40,1,1,2016-07-11,0.02,1,0,0,
13937600,Ideal Central Location beside Phoenix Park,39678490,Siobhan,,Dublin City,53.3663,-6.32317,Entire home/apt,200,3,0,,,1,0,0,
13939258,"Charming terraced house, Built 1895.",23104254,Finn & Den,,Dn Laoghaire-Rathdown,53.28943,-6.13918,Entire home/apt,165,3,51,2019-12-24,0.78,1,192,0,
13941777,"Double Private room, near city centre",82932054,Hayley,,Dn Laoghaire-Rathdown,53.28764,-6.18054,Private room,40,6,0,,,1,0,0,
13947990,Steve's Coach house.  Highly Recommended. 5 Stars,13445070,Steve,,Dublin City,53.33026,-6.24622,Entire home/apt,179,3,4,2016-10-08,0.06,1,0,0,
13949040,Temple Bar Modern 1 Bedroom Apart - sleeps 4,234243,Johnny,,Dublin City,53.34433,-6.26355,Entire home/apt,148,3,72,2021-11-23,1.14,32,322,15,
13949954,Home from Home,83037396,Miriam,,Fingal,53.38996,-6.13108,Private room,46,1,330,2020-03-19,5.03,1,233,0,
13957072,Cozy single room in Dublin City Center,15228775,Laureen,,Dublin City,53.34044,-6.26373,Private room,49,14,0,,,1,0,0,
13966866,Bright Docklands/City 2 Bedroom 5th Floor Apt,81087283,Aisling,,Dublin City,53.34936,-6.23049,Entire home/apt,135,1,20,2017-12-17,0.31,1,0,0,
13968420,Lovely double bed room (females only),83269840,Muhammad,,Dn Laoghaire-Rathdown,53.30012,-6.22131,Private room,40,1,0,,,1,0,0,
13970318,Luxury Penthouse Bedroom En Suite,53710285,John,,South Dublin,53.27256,-6.31804,Private room,21,1,2,2016-08-20,0.03,1,0,0,
13972403,Spacious double room.Modern shared house,83314955,Harriet,,Dn Laoghaire-Rathdown,53.30095,-6.23531,Private room,36,6,0,,,1,0,0,
13983499,Discover Dublin ! The place to be,13432569,Jean-Christophe,,Dublin City,53.3482,-6.24469,Private room,65,3,0,,,1,0,0,
13985603,Double Room in Top Quality Apartment,32265277,Joanne,,Dublin City,53.36414,-6.24451,Private room,55,2,0,,,1,0,0,
13988513,Luxurious Ballsbridge Apartment,55862178,Mary,,Dublin City,53.33281,-6.23495,Entire home/apt,250,3,3,2016-09-25,0.05,1,0,0,
13995712,Cozy Private Studio near the City Centre,69056549,Adrienn,,Dublin City,53.31601,-6.26839,Entire home/apt,72,5,51,2019-08-16,0.79,1,0,0,
13996203,7 MINS DRIVE TO AIRPORT/5  MIN WALK SWORDS MAIN ST,83594599,Jacinta,,Fingal,53.45988,-6.22638,Private room,36,1,375,2021-11-23,5.74,2,150,40,
13996644,Central location Spacious Period Home,83600972,Mariam,,Dublin City,53.33512,-6.28166,Entire home/apt,225,4,21,2020-01-05,0.32,1,0,0,
14004508,Unique Mews house in Dublin 4.,72639318,Liz,,Dublin City,53.33007,-6.22957,Entire home/apt,104,2,0,,,1,0,0,
14005062,"City Centre Studio - Merrion Square, Dublin 2 [G]",81642435,Tom,,Dublin City,53.33775,-6.24611,Entire home/apt,55,4,7,2016-10-16,0.11,3,0,0,
14005777,"City Centre Studio - Merrion Square, Dublin 2 [F]",81642435,Tom,,Dublin City,53.33696,-6.24733,Entire home/apt,55,5,7,2016-10-24,0.11,3,0,0,
14006048,Central and Quiet Double Room,713955,Aoife,,Dublin City,53.3345,-6.26929,Private room,49,1,2,2016-07-24,0.03,1,0,0,
14012265,Comfy Townhouse Ranelagh - parking and garden,80320178,David,,Dublin City,53.32537,-6.25927,Entire home/apt,80,4,4,2019-07-13,0.06,1,0,0,
14014802,"Glasthule, County Dublin - Village Hideaway",8621568,Siobhan,,Dn Laoghaire-Rathdown,53.28542,-6.12594,Entire home/apt,90,3,45,2019-10-30,0.69,1,0,0,
14024852,"Single room ensuite, Mount Merrion",31999606,Luke,,Dn Laoghaire-Rathdown,53.30006,-6.21794,Private room,30,1,3,2021-09-01,0.63,3,171,3,
14035113,"Futon room, City Centre (Dublin 8-near Guinness)",44743573,Annemarie,,Dublin City,53.33981,-6.29641,Private room,39,1,24,2019-11-10,0.37,1,0,0,
14040519,Cosy Double Bedroom with WiFi,75446314,Ann,,South Dublin,53.28158,-6.46283,Private room,45,4,83,2021-11-15,1.29,3,333,3,
14040711,Cosy Single Bed with WiFi,75446314,Ann,,South Dublin,53.28369,-6.46415,Private room,40,4,121,2021-10-18,1.88,3,318,8,
14052487,"All Airbnb House - King Sized Bed, Sunny Room",78323559,Adrienne,,Dublin City,53.37962,-6.2266,Private room,45,1,247,2020-03-14,3.77,10,0,0,
14056945,Pictoresque private room in Rathmines.,68227298,Blu,,Dublin City,53.31858,-6.26261,Private room,25,15,0,,,1,0,0,
14060494,Modern apartment with great access to city centre,84396570,Anne-Sophie,,Dn Laoghaire-Rathdown,53.28907,-6.24426,Entire home/apt,95,1,2,2016-09-05,0.03,1,0,0,
14064980,Family home - 5 mins from town and sea.,20888809,Monica,,Dn Laoghaire-Rathdown,53.28858,-6.13672,Entire home/apt,189,5,5,2021-07-17,0.13,1,3,1,
14065527,Family home close to sea and easy access to Dublin,32511712,Leslie,,Dn Laoghaire-Rathdown,53.2796,-6.12158,Entire home/apt,425,2,5,2016-10-30,0.08,1,0,0,
14069865,Jameson's Distillery/Superb Double Room Smithfield,69386244,Irene,,Dublin City,53.34772,-6.277,Private room,64,3,13,2018-01-14,0.20,5,0,0,
14070013,Nice room in Artane,84503719,Karl,,Dublin City,53.38607,-6.21862,Private room,96,1,0,,,1,364,0,
14073206,Place to Sleep - City Centre.,84537478,Treacy,,Dublin City,53.3495,-6.27755,Private room,50,1,0,,,1,0,0,
14075685,"Comfortable, Single Room in a Beautiful home",47340986,Beata,,Fingal,53.39422,-6.37332,Private room,29,3,36,2021-11-19,0.55,1,62,5,
14079582,Lovely Family Friendly 3 bed House in Glasnevin,5360997,Liz And Mike,,Dublin City,53.38596,-6.27154,Entire home/apt,119,4,12,2018-08-06,0.19,1,0,0,
14084572,Castleknock Apartment,84684668,Kieran,,Fingal,53.37395,-6.40402,Entire home/apt,90,3,0,,,1,0,0,
14084978,Spacious Comfortable City Centre Townhouse,66879813,Fergus,,Dublin City,53.35864,-6.27081,Entire home/apt,91,2,9,2017-10-22,0.14,1,0,0,
14086734,Blackrock / Stillorgan,84711779,Ken,,Dn Laoghaire-Rathdown,53.28416,-6.17529,Entire home/apt,199,2,46,2019-12-04,0.72,1,0,0,
14088690,Double bed in a clean apartment - good location,13193797,Mathieu,,Dublin City,53.34912,-6.27523,Private room,45,2,21,2017-06-11,0.32,1,0,0,
14101138,Dalkey Cute Cottage,84881814,Eugene,,Dn Laoghaire-Rathdown,53.27345,-6.09881,Entire home/apt,265,3,0,,,2,87,0,
14104645,Cozy & Bright Apt (2 Beds) in the Heart of Dublin,55248520,Pedro,,Dublin City,53.35306,-6.25612,Entire home/apt,139,1,4,2016-10-10,0.06,1,0,0,
14104731,"Victorian 6 bed, 6.5 Bath, 20 mins walk to city",82068653,Lianne,,Dublin City,53.36186,-6.27076,Entire home/apt,750,5,108,2019-08-07,1.66,4,354,0,
14118685,Small One Bedroom,71110552,James,,Dublin City,53.31792,-6.27783,Entire home/apt,500,200,6,2018-12-19,0.09,5,365,0,
14119109,2 Bedroom Apt in the Heart of Dublin,19238931,Alberto,,Dublin City,53.34012,-6.26529,Entire home/apt,130,3,4,2017-03-20,0.07,2,0,0,
14120657,Modern Bright Apartment in Old City Dublin,38096025,Bernard,,Dublin City,53.34437,-6.2801,Entire home/apt,767,2,47,2017-07-09,0.72,1,0,0,
14120706,Spacious room with private ensuite,34246072,Jared,,Dublin City,53.33548,-6.26851,Private room,73,2,47,2017-11-25,0.72,1,0,0,
14124147,Jameson's Distillery Superb Flat - Bedroom&extra,69386244,Irene,,Dublin City,53.35006,-6.27729,Entire home/apt,111,7,2,2016-11-25,0.03,5,0,0,
14132419,Apt #1 - Unbeatable City Centre Location!,85268177,Sadia & Dee,,Dublin City,53.34443,-6.26572,Entire home/apt,118,1,346,2021-11-20,5.30,5,165,59,
14135807,Lovely room in a great location.,12664135,Ben,,Dublin City,53.35847,-6.2693,Private room,53,3,9,2017-03-20,0.14,1,0,0,
14137516,5 Bed Home in Lucan Village,85319148,Neal,,South Dublin,53.35341,-6.45511,Private room,46,1,0,,,1,0,0,
14138826,Unique Mews  House 1 Mile from Dublin City Centre,21954822,Cooleen,,Dublin City,53.31877,-6.25268,Entire home/apt,106,2,83,2021-10-22,1.43,1,25,9,
14139029,Double room close to Dublin City Centre,27857643,Margaret,,Dublin City,53.334,-6.32538,Private room,70,5,0,,,3,0,0,
14142055,Dalkey delightful double room opening to garden,84881814,Eugene,,Dn Laoghaire-Rathdown,53.27416,-6.09634,Private room,265,1,0,,,2,88,0,
14146712,1 room apartment in the city centre,28243311,Francisco,,Dublin City,53.34803,-6.26424,Entire home/apt,82,3,1,2016-08-13,0.02,1,0,0,
14147075,Double room in modern apartment near city centre,85446403,Clare,,Dublin City,53.34082,-6.22404,Private room,100,1,0,,,1,0,0,
14147311,Single Studio room with own private entrance,85449613,Siobhan,,Dn Laoghaire-Rathdown,53.30187,-6.21157,Private room,50,2,8,2017-04-23,0.12,1,252,0,
14147637,City Centre Superb Double Room,69386244,Irene,,Dublin City,53.3501,-6.27796,Private room,69,5,1,2016-07-30,0.02,5,0,0,
14150388,Superbly located 2 bedroom apartment,54494246,John & Sinead,,Dublin City,53.32496,-6.25433,Entire home/apt,85,80,111,2021-08-21,1.71,2,142,1,
14151634,Cozy & Quiet Double Bedroom in Town,37748205,Vincenzo,,Dublin City,53.36497,-6.22884,Private room,43,2,47,2018-11-11,0.72,1,0,0,
14152235,Close to airport,85514505,Mehedee,,Dublin City,53.38728,-6.25445,Shared room,43,7,0,,,1,0,0,
14157433,Cosy single bedroom near UCD & easy access to city,71430687,Jayne,,Dn Laoghaire-Rathdown,53.31096,-6.20455,Private room,60,2,64,2021-11-30,1.28,1,344,6,
14160004,Bright and cozy flat with balcony in leafy area.,7463325,Istvan,,Dn Laoghaire-Rathdown,53.29715,-6.19605,Entire home/apt,88,1,1,2016-07-27,0.02,1,0,0,
14163437,Simple and small room OUTSIDE city centre,30067542,Marc,,Dublin City,53.39497,-6.20925,Private room,25,2,32,2021-10-24,0.70,2,43,1,
14166072,"Bright, comfortable house",32274763,Ian,,Dn Laoghaire-Rathdown,53.28601,-6.24509,Entire home/apt,257,6,14,2021-08-24,0.22,1,342,3,
14172106,Small Double Studio (very central location),71110552,James,,Dublin City,53.31784,-6.2788,Entire home/apt,500,200,7,2018-12-15,0.11,5,365,0,
14174485,Large Family Killiney Beach home,25987047,Daryl,,Dn Laoghaire-Rathdown,53.2523,-6.1177,Entire home/apt,389,3,1,2016-12-30,0.02,1,0,0,
14176073,Spacious city apt - in the heart of Grand Canal,85842598,Lauren,,Dublin City,53.34239,-6.23708,Entire home/apt,100,3,1,2016-08-16,0.02,1,0,0,
14182397,Family home 1 double bedroom and 1 single bedroom.,72809672,Maria,,Dublin City,53.31717,-6.31509,Private room,30,1,0,,,1,0,0,
14185013,2 Bed Sandymount Home next to Aviva and 3 Arena,85959380,Joan & Leo,,Dublin City,53.33503,-6.2221,Entire home/apt,150,5,7,2021-09-14,0.11,2,0,2,
14190413,Perfect City Centre Apartment for solo traveller,21766320,Mark,,Dublin City,53.34566,-6.28166,Private room,55,2,129,2021-12-04,2.01,1,340,20,
14192979,Family Home  near beach & airport,86062024,Darragh,,Fingal,53.44332,-6.19753,Entire home/apt,62,2,4,2016-10-10,0.06,1,0,0,
14202693,Dee's House,83753472,Deirdre,,Dublin City,53.38754,-6.24089,Private room,55,2,11,2017-08-14,0.17,1,0,0,
14207045,Above Temple Bar Pub - Double Room en suit,19881437,Veronica,,Dublin City,53.34441,-6.26325,Private room,75,1,1,2016-08-01,0.02,1,0,0,
14207694,An oasis of calm in the centre of Dublin,39279838,Marion,,Dublin City,53.34645,-6.27701,Entire home/apt,112,3,250,2020-03-21,3.85,1,0,0,
14208220,Luxurious Appartment DUBLIN CITY CENTER,43563634,Mathieu,,Dublin City,53.34887,-6.23905,Entire home/apt,80,4,2,2016-10-13,0.03,1,0,0,
14213755,Twin room - Ballsbridge- 2 min walk from Aviva,86310325,Marie,,Dublin City,53.33561,-6.23239,Private room,58,1,125,2020-09-15,1.92,1,1,0,
14214586,Cozy room with double bed and amazing location,30685447,Ping,,Dublin City,53.33938,-6.23305,Private room,50,3,21,2019-08-22,0.32,1,0,0,
14225050,Great location Dublin City Centre,43261745,Katalina,,Dublin City,53.33905,-6.27358,Shared room,11,4,0,,,1,0,0,
14226418,Double room in Clonsilla. Warm and comfortable,80678817,John,,Fingal,53.37488,-6.38731,Private room,76,4,0,,,3,0,0,
14233196,Enjoy family home beside the sea,25907867,Christine,,Dn Laoghaire-Rathdown,53.28702,-6.12099,Private room,65,2,55,2020-03-13,0.84,1,332,0,
14234436,"Cozy chalet, Monkstown",20292567,Carla,,Dn Laoghaire-Rathdown,53.29117,-6.15723,Entire home/apt,80,3,3,2017-03-19,0.05,1,0,0,
14256959,Private En-suite Room Near RDS & Aviva Stadium,85959380,Joan & Leo,,Dublin City,53.33496,-6.2207,Private room,61,1,174,2021-11-22,2.74,2,136,24,
14258074,Doublebed in great central location,20442180,Brian,,Dublin City,53.32894,-6.26084,Private room,55,3,6,2016-10-17,0.09,1,0,0,
14289228,"Cosy, warm apartment  in Dublin City Centre",50054930,Joseph,,Dublin City,53.34147,-6.23318,Entire home/apt,95,2,23,2017-10-29,0.36,1,0,0,
